alert_id,timestamp,month,source,rule_name,severity,mitre_tactic,disposition,escalated_to_incident,analyst,shift
ALT-002747,2026-07-30 12:22:48,2026-07,SIEM,Audit log cleared,Medium,Discovery,Benign True Positive,No,m.hasan,Morning
ALT-002741,2026-07-30 14:27:06,2026-07,EDR,Ransomware canary file,High,Persistence,True Positive,Yes,t.begum,Evening
ALT-002743,2026-07-30 14:33:00,2026-07,SIEM,Mass file download,Medium,Defense Evasion,False Positive,No,r.islam,Evening
ALT-002742,2026-07-30 17:31:04,2026-07,IDS,Cobalt Strike beacon,Low,Privilege Escalation,False Positive,No,m.hasan,Evening
ALT-002740,2026-07-30 21:12:19,2026-07,SIEM,New privileged account,Medium,Persistence,False Positive,No,a.rahman,Evening
ALT-002737,2026-07-30 21:30:41,2026-07,EDR,LOLBin execution,Low,Execution,Benign True Positive,No,a.rahman,Evening
ALT-002752,2026-07-31 00:04:11,2026-07,WAF,Web shell upload,High,Lateral Movement,False Positive,No,t.begum,Night
ALT-002758,2026-07-31 00:48:21,2026-07,Firewall,Tor exit node traffic,High,Command and Control,True Positive,Yes,n.akter,Night
ALT-002762,2026-07-31 07:44:05,2026-07,EDR,Suspicious PowerShell,Critical,Command and Control,True Positive,Yes,s.khatun,Morning
ALT-002755,2026-07-31 07:52:29,2026-07,EDR,Process hollowing,High,Persistence,False Positive,No,r.islam,Morning
ALT-002765,2026-07-31 08:44:56,2026-07,Firewall,Outbound to known C2,Low,Lateral Movement,Benign True Positive,No,n.akter,Morning
ALT-002764,2026-07-31 09:23:12,2026-07,SIEM,Brute-force logon burst,High,Command and Control,Benign True Positive,No,t.begum,Morning
ALT-002757,2026-07-31 09:28:53,2026-07,SIEM,Logon from disabled account,Medium,Command and Control,Duplicate,No,n.akter,Morning
ALT-002756,2026-07-31 09:45:25,2026-07,Email-GW,Phishing URL,High,Discovery,True Positive,Yes,t.begum,Morning
ALT-002754,2026-07-31 10:51:35,2026-07,Firewall,Outbound to known C2,Low,Collection,True Positive,No,t.begum,Morning
ALT-002753,2026-07-31 13:06:25,2026-07,SIEM,New privileged account,Medium,Discovery,False Positive,No,s.khatun,Morning
ALT-002761,2026-07-31 16:06:56,2026-07,CASB,SaaS impossible travel,Low,Credential Access,False Positive,No,t.begum,Evening
ALT-002763,2026-07-31 16:10:15,2026-07,EDR,Suspicious PowerShell,Medium,Persistence,False Positive,No,n.akter,Evening
ALT-002751,2026-07-31 19:54:03,2026-07,Firewall,DNS tunneling pattern,Low,Privilege Escalation,True Positive,Yes,s.khatun,Evening
ALT-002760,2026-07-31 21:06:14,2026-07,SIEM,Mass file download,Low,Persistence,False Positive,No,s.khatun,Evening
ALT-002759,2026-07-31 23:30:15,2026-07,Firewall,Outbound to known C2,Medium,Exfiltration,True Positive,No,s.khatun,Night
ALT-002767,2026-08-01 08:41:56,2026-08,EDR,Ransomware canary file,Low,Collection,True Positive,No,a.rahman,Morning
ALT-002768,2026-08-01 20:21:20,2026-08,SIEM,Impossible travel,Medium,Persistence,True Positive,No,r.islam,Evening
ALT-002766,2026-08-01 22:49:58,2026-08,WAF,Path traversal,Medium,Discovery,False Positive,No,m.hasan,Night
ALT-002770,2026-08-02 09:30:16,2026-08,Firewall,Outbound to known C2,Low,Exfiltration,False Positive,No,s.khatun,Morning
ALT-002771,2026-08-02 13:08:49,2026-08,Email-GW,Spoofed internal sender,High,Credential Access,False Positive,No,s.khatun,Morning
ALT-002769,2026-08-02 18:32:36,2026-08,Firewall,Tor exit node traffic,High,Persistence,True Positive,Yes,t.begum,Evening
ALT-002785,2026-08-03 06:16:08,2026-08,Firewall,Tor exit node traffic,Low,Exfiltration,False Positive,No,m.hasan,Morning
ALT-002786,2026-08-03 07:24:48,2026-08,SIEM,Brute-force logon burst,Medium,Exfiltration,False Positive,No,m.hasan,Morning
ALT-002773,2026-08-03 08:01:38,2026-08,Firewall,Geo-blocked destination,High,Privilege Escalation,True Positive,Yes,m.hasan,Morning
ALT-002780,2026-08-03 08:30:05,2026-08,EDR,Suspicious PowerShell,Low,Privilege Escalation,True Positive,No,t.begum,Morning
ALT-002772,2026-08-03 08:46:37,2026-08,Firewall,Geo-blocked destination,Medium,Initial Access,False Positive,No,m.hasan,Morning
ALT-002784,2026-08-03 08:50:37,2026-08,IDS,EternalBlue exploit,Low,Initial Access,True Positive,No,t.begum,Morning
ALT-002787,2026-08-03 08:53:24,2026-08,Email-GW,Malicious attachment,Medium,Defense Evasion,False Positive,No,r.islam,Morning
ALT-002788,2026-08-03 09:35:40,2026-08,EDR,Process hollowing,Critical,Credential Access,False Positive,No,t.begum,Morning
ALT-002776,2026-08-03 09:39:07,2026-08,WAF,Web shell upload,Low,Persistence,False Positive,No,t.begum,Morning
ALT-002775,2026-08-03 10:37:34,2026-08,IDS,EternalBlue exploit,Medium,Lateral Movement,False Positive,No,r.islam,Morning
ALT-002782,2026-08-03 10:40:01,2026-08,EDR,Process hollowing,Low,Collection,True Positive,No,a.rahman,Morning
ALT-002777,2026-08-03 11:05:10,2026-08,Firewall,Inbound port scan,Low,Impact,True Positive,No,a.rahman,Morning
ALT-002789,2026-08-03 11:20:58,2026-08,EDR,Credential dumping tool,High,Lateral Movement,True Positive,Yes,m.hasan,Morning
ALT-002779,2026-08-03 13:29:13,2026-08,WAF,SQL injection attempt,Low,Discovery,Benign True Positive,No,s.khatun,Morning
ALT-002778,2026-08-03 15:11:34,2026-08,SIEM,New privileged account,Medium,Impact,False Positive,No,m.hasan,Evening
ALT-002774,2026-08-03 15:58:36,2026-08,WAF,Web shell upload,Low,Initial Access,True Positive,No,t.begum,Evening
ALT-002781,2026-08-03 16:55:54,2026-08,IDS,SMB lateral movement,High,Lateral Movement,False Positive,No,t.begum,Evening
ALT-002783,2026-08-03 18:25:05,2026-08,IDS,EternalBlue exploit,High,Exfiltration,True Positive,Yes,t.begum,Evening
ALT-002795,2026-08-04 05:33:20,2026-08,IDS,Nmap scan,Medium,Lateral Movement,Duplicate,No,a.rahman,Night
ALT-002802,2026-08-04 07:00:01,2026-08,Firewall,Tor exit node traffic,High,Privilege Escalation,False Positive,No,s.khatun,Morning
ALT-002794,2026-08-04 07:00:57,2026-08,WAF,Path traversal,Low,Discovery,True Positive,No,r.islam,Morning
ALT-002797,2026-08-04 08:33:48,2026-08,Email-GW,Phishing URL,Low,Lateral Movement,True Positive,No,n.akter,Morning
ALT-002791,2026-08-04 11:58:28,2026-08,EDR,Suspicious PowerShell,Low,Persistence,Benign True Positive,No,a.rahman,Morning
ALT-002798,2026-08-04 12:09:22,2026-08,Firewall,Inbound port scan,Low,Lateral Movement,True Positive,No,t.begum,Morning
ALT-002790,2026-08-04 12:26:13,2026-08,Firewall,DNS tunneling pattern,High,Initial Access,False Positive,No,m.hasan,Morning
ALT-002800,2026-08-04 14:31:49,2026-08,Email-GW,Business email compromise,Low,Impact,Duplicate,No,s.khatun,Evening
ALT-002793,2026-08-04 15:24:37,2026-08,IDS,EternalBlue exploit,Low,Exfiltration,True Positive,No,m.hasan,Evening
ALT-002792,2026-08-04 15:46:01,2026-08,SIEM,Impossible travel,Low,Collection,True Positive,No,t.begum,Evening
ALT-002799,2026-08-04 15:50:04,2026-08,WAF,SQL injection attempt,Medium,Credential Access,True Positive,No,t.begum,Evening
ALT-002801,2026-08-04 17:13:14,2026-08,Firewall,Inbound port scan,Low,Discovery,False Positive,No,r.islam,Evening
ALT-002796,2026-08-04 22:50:49,2026-08,Email-GW,Phishing URL,Critical,Collection,True Positive,Yes,r.islam,Night
ALT-002808,2026-08-05 07:51:37,2026-08,Email-GW,Spoofed internal sender,Medium,Privilege Escalation,False Positive,No,t.begum,Morning
ALT-002812,2026-08-05 08:15:19,2026-08,WAF,XSS attempt,Critical,Initial Access,True Positive,No,r.islam,Morning
ALT-002810,2026-08-05 08:41:59,2026-08,IDS,Cobalt Strike beacon,Medium,Lateral Movement,Duplicate,No,r.islam,Morning
ALT-002813,2026-08-05 10:16:37,2026-08,IDS,EternalBlue exploit,High,Credential Access,True Positive,No,t.begum,Morning
ALT-002811,2026-08-05 10:55:17,2026-08,EDR,Unsigned driver load,Medium,Persistence,False Positive,No,t.begum,Morning
ALT-002809,2026-08-05 12:25:29,2026-08,IDS,Nmap scan,Medium,Lateral Movement,False Positive,No,a.rahman,Morning
ALT-002806,2026-08-05 12:56:30,2026-08,IDS,Nmap scan,Medium,Lateral Movement,False Positive,No,m.hasan,Morning
ALT-002807,2026-08-05 14:38:54,2026-08,EDR,Unsigned driver load,Low,Privilege Escalation,True Positive,No,r.islam,Evening
ALT-002814,2026-08-05 14:55:27,2026-08,Firewall,Tor exit node traffic,Medium,Initial Access,True Positive,No,m.hasan,Evening
ALT-002805,2026-08-05 15:55:46,2026-08,Firewall,Outbound to known C2,High,Privilege Escalation,Duplicate,No,a.rahman,Evening
ALT-002804,2026-08-05 16:34:46,2026-08,IDS,Nmap scan,High,Exfiltration,Duplicate,No,t.begum,Evening
ALT-002803,2026-08-05 22:30:23,2026-08,EDR,Unsigned driver load,Medium,Exfiltration,False Positive,No,t.begum,Night
ALT-002821,2026-08-06 01:12:20,2026-08,SIEM,Audit log cleared,Low,Credential Access,False Positive,No,a.rahman,Night
ALT-002815,2026-08-06 05:06:23,2026-08,SIEM,New privileged account,Medium,Defense Evasion,Benign True Positive,No,a.rahman,Night
ALT-002832,2026-08-06 05:28:14,2026-08,Email-GW,Business email compromise,Low,Initial Access,Benign True Positive,No,m.hasan,Night
ALT-002818,2026-08-06 08:08:57,2026-08,SIEM,Audit log cleared,Medium,Privilege Escalation,True Positive,No,r.islam,Morning
ALT-002831,2026-08-06 08:40:57,2026-08,Firewall,DNS tunneling pattern,High,Persistence,True Positive,Yes,m.hasan,Morning
ALT-002816,2026-08-06 08:41:17,2026-08,SIEM,New privileged account,Medium,Defense Evasion,True Positive,Yes,m.hasan,Morning
ALT-002829,2026-08-06 09:41:39,2026-08,Firewall,Tor exit node traffic,Medium,Defense Evasion,Benign True Positive,No,a.rahman,Morning
ALT-002824,2026-08-06 10:39:17,2026-08,SIEM,Audit log cleared,Low,Execution,False Positive,No,m.hasan,Morning
ALT-002822,2026-08-06 11:39:53,2026-08,WAF,Web shell upload,Medium,Privilege Escalation,True Positive,No,n.akter,Morning
ALT-002830,2026-08-06 13:06:52,2026-08,EDR,Process hollowing,Low,Collection,False Positive,No,r.islam,Morning
ALT-002825,2026-08-06 14:28:35,2026-08,SIEM,Impossible travel,Low,Discovery,True Positive,No,r.islam,Evening
ALT-002823,2026-08-06 14:44:01,2026-08,SIEM,Brute-force logon burst,Medium,Lateral Movement,True Positive,No,m.hasan,Evening
ALT-002828,2026-08-06 15:06:35,2026-08,SIEM,Impossible travel,Low,Lateral Movement,True Positive,No,r.islam,Evening
ALT-002820,2026-08-06 15:39:36,2026-08,SIEM,Audit log cleared,High,Discovery,False Positive,No,r.islam,Evening
ALT-002819,2026-08-06 16:32:54,2026-08,Email-GW,Phishing URL,Medium,Persistence,False Positive,No,r.islam,Evening
ALT-002827,2026-08-06 16:44:05,2026-08,EDR,Suspicious PowerShell,Low,Defense Evasion,Benign True Positive,No,a.rahman,Evening
ALT-002826,2026-08-06 18:10:22,2026-08,SIEM,Mass file download,Medium,Persistence,True Positive,No,m.hasan,Evening
ALT-002817,2026-08-06 19:27:43,2026-08,WAF,XSS attempt,Medium,Persistence,Duplicate,No,s.khatun,Evening
ALT-002842,2026-08-07 05:26:42,2026-08,EDR,LOLBin execution,Medium,Privilege Escalation,False Positive,No,n.akter,Night
ALT-002835,2026-08-07 06:32:55,2026-08,IDS,EternalBlue exploit,High,Discovery,False Positive,No,t.begum,Morning
ALT-002840,2026-08-07 06:35:31,2026-08,EDR,Credential dumping tool,Medium,Command and Control,False Positive,No,r.islam,Morning
ALT-002843,2026-08-07 07:56:13,2026-08,SIEM,New privileged account,Low,Credential Access,False Positive,No,t.begum,Morning
ALT-002848,2026-08-07 10:10:23,2026-08,IDS,EternalBlue exploit,Low,Discovery,Duplicate,No,m.hasan,Morning
ALT-002833,2026-08-07 10:13:12,2026-08,IDS,Nmap scan,Low,Persistence,Duplicate,No,t.begum,Morning
ALT-002846,2026-08-07 10:15:25,2026-08,Email-GW,Phishing URL,Low,Impact,False Positive,No,m.hasan,Morning
ALT-002851,2026-08-07 10:49:53,2026-08,SIEM,Mass file download,High,Execution,Benign True Positive,No,a.rahman,Morning
ALT-002837,2026-08-07 11:46:36,2026-08,Email-GW,Malicious attachment,Medium,Collection,Benign True Positive,No,r.islam,Morning
ALT-002849,2026-08-07 11:49:02,2026-08,Firewall,Geo-blocked destination,Low,Execution,Duplicate,No,r.islam,Morning
ALT-002844,2026-08-07 11:52:21,2026-08,EDR,LOLBin execution,Low,Command and Control,True Positive,No,m.hasan,Morning
ALT-002834,2026-08-07 11:57:26,2026-08,SIEM,Impossible travel,Medium,Lateral Movement,False Positive,No,a.rahman,Morning
ALT-002838,2026-08-07 13:55:03,2026-08,Email-GW,Malicious attachment,High,Collection,Duplicate,No,m.hasan,Morning
ALT-002847,2026-08-07 14:25:11,2026-08,WAF,XSS attempt,Critical,Credential Access,Benign True Positive,No,n.akter,Evening
ALT-002841,2026-08-07 14:50:02,2026-08,Email-GW,Malicious attachment,Medium,Defense Evasion,True Positive,No,m.hasan,Evening
ALT-002845,2026-08-07 15:53:24,2026-08,EDR,Unsigned driver load,Low,Execution,False Positive,No,s.khatun,Evening
ALT-002850,2026-08-07 16:22:49,2026-08,Firewall,Inbound port scan,Medium,Exfiltration,False Positive,No,n.akter,Evening
ALT-002839,2026-08-07 21:20:06,2026-08,Firewall,Inbound port scan,High,Defense Evasion,True Positive,No,t.begum,Evening
ALT-002836,2026-08-07 22:40:47,2026-08,Email-GW,Business email compromise,Low,Discovery,False Positive,No,n.akter,Night
ALT-002852,2026-08-08 09:44:29,2026-08,WAF,Path traversal,Medium,Execution,False Positive,No,a.rahman,Morning
ALT-002853,2026-08-08 15:41:04,2026-08,SIEM,Brute-force logon burst,Low,Impact,False Positive,No,t.begum,Evening
ALT-002854,2026-08-08 19:54:52,2026-08,Firewall,Inbound port scan,Medium,Impact,True Positive,Yes,m.hasan,Evening
ALT-002856,2026-08-09 08:17:27,2026-08,Firewall,Inbound port scan,Medium,Impact,True Positive,No,s.khatun,Morning
ALT-002855,2026-08-09 09:11:16,2026-08,Firewall,Inbound port scan,Medium,Discovery,False Positive,No,t.begum,Morning
ALT-002857,2026-08-09 13:01:20,2026-08,EDR,Credential dumping tool,Low,Execution,True Positive,No,m.hasan,Morning
ALT-002864,2026-08-10 00:07:52,2026-08,SIEM,Impossible travel,Low,Command and Control,True Positive,No,r.islam,Night
ALT-002869,2026-08-10 07:28:02,2026-08,EDR,LOLBin execution,High,Initial Access,Benign True Positive,No,m.hasan,Morning
ALT-002859,2026-08-10 07:34:02,2026-08,EDR,Suspicious PowerShell,Medium,Lateral Movement,True Positive,No,m.hasan,Morning
ALT-002874,2026-08-10 08:34:51,2026-08,Firewall,Outbound to known C2,Medium,Credential Access,False Positive,No,n.akter,Morning
ALT-002873,2026-08-10 09:01:56,2026-08,Firewall,Tor exit node traffic,Low,Defense Evasion,True Positive,No,m.hasan,Morning
ALT-002872,2026-08-10 10:21:44,2026-08,WAF,XSS attempt,Medium,Command and Control,False Positive,No,a.rahman,Morning
ALT-002876,2026-08-10 10:29:30,2026-08,Email-GW,Business email compromise,Low,Lateral Movement,Benign True Positive,No,a.rahman,Morning
ALT-002868,2026-08-10 11:05:23,2026-08,EDR,Process hollowing,Low,Execution,False Positive,No,n.akter,Morning
ALT-002861,2026-08-10 11:08:04,2026-08,Firewall,Inbound port scan,Medium,Persistence,False Positive,No,a.rahman,Morning
ALT-002860,2026-08-10 13:04:21,2026-08,SIEM,Logon from disabled account,Low,Impact,False Positive,No,r.islam,Morning
ALT-002865,2026-08-10 13:34:35,2026-08,SIEM,Brute-force logon burst,Medium,Initial Access,True Positive,No,n.akter,Morning
ALT-002863,2026-08-10 15:38:51,2026-08,Email-GW,Malicious attachment,Low,Impact,True Positive,No,a.rahman,Evening
ALT-002858,2026-08-10 16:04:11,2026-08,EDR,Suspicious PowerShell,High,Persistence,False Positive,No,n.akter,Evening
ALT-002870,2026-08-10 16:26:10,2026-08,IDS,Nmap scan,High,Execution,False Positive,No,a.rahman,Evening
ALT-002866,2026-08-10 17:42:19,2026-08,WAF,SQL injection attempt,Medium,Credential Access,True Positive,Yes,n.akter,Evening
ALT-002862,2026-08-10 17:42:46,2026-08,SIEM,Audit log cleared,Medium,Impact,True Positive,No,s.khatun,Evening
ALT-002867,2026-08-10 18:11:52,2026-08,EDR,Suspicious PowerShell,Medium,Execution,False Positive,No,t.begum,Evening
ALT-002871,2026-08-10 18:48:09,2026-08,SIEM,Brute-force logon burst,Low,Persistence,True Positive,Yes,a.rahman,Evening
ALT-002875,2026-08-10 23:35:40,2026-08,EDR,Unsigned driver load,Low,Privilege Escalation,True Positive,No,s.khatun,Night
ALT-002880,2026-08-11 01:43:01,2026-08,Firewall,Tor exit node traffic,Low,Collection,Duplicate,No,a.rahman,Night
ALT-002892,2026-08-11 08:25:38,2026-08,Firewall,Inbound port scan,High,Command and Control,True Positive,No,a.rahman,Morning
ALT-002894,2026-08-11 09:05:30,2026-08,EDR,Process hollowing,Medium,Initial Access,True Positive,Yes,r.islam,Morning
ALT-002879,2026-08-11 09:10:32,2026-08,EDR,LOLBin execution,Medium,Exfiltration,True Positive,No,m.hasan,Morning
ALT-002896,2026-08-11 09:18:08,2026-08,EDR,Process hollowing,Low,Lateral Movement,False Positive,No,m.hasan,Morning
ALT-002890,2026-08-11 11:59:03,2026-08,SIEM,Logon from disabled account,Medium,Initial Access,True Positive,Yes,n.akter,Morning
ALT-002886,2026-08-11 12:00:29,2026-08,EDR,LOLBin execution,Low,Privilege Escalation,False Positive,No,m.hasan,Morning
ALT-002882,2026-08-11 12:21:11,2026-08,SIEM,Logon from disabled account,High,Privilege Escalation,False Positive,No,m.hasan,Morning
ALT-002888,2026-08-11 12:26:13,2026-08,SIEM,Mass file download,High,Exfiltration,False Positive,No,m.hasan,Morning
ALT-002895,2026-08-11 12:49:50,2026-08,Firewall,Inbound port scan,Low,Privilege Escalation,False Positive,No,t.begum,Morning
ALT-002887,2026-08-11 12:55:58,2026-08,SIEM,Logon from disabled account,Medium,Persistence,Benign True Positive,No,r.islam,Morning
ALT-002883,2026-08-11 13:09:15,2026-08,Firewall,Inbound port scan,Low,Execution,Benign True Positive,No,m.hasan,Morning
ALT-002878,2026-08-11 14:29:54,2026-08,IDS,Nmap scan,Low,Exfiltration,True Positive,No,t.begum,Evening
ALT-002889,2026-08-11 14:58:20,2026-08,EDR,Suspicious PowerShell,Low,Command and Control,Benign True Positive,No,s.khatun,Evening
ALT-002893,2026-08-11 16:39:40,2026-08,SIEM,Mass file download,High,Initial Access,True Positive,No,a.rahman,Evening
ALT-002885,2026-08-11 17:10:42,2026-08,WAF,XSS attempt,Low,Execution,Duplicate,No,t.begum,Evening
ALT-002877,2026-08-11 17:40:33,2026-08,EDR,LOLBin execution,Medium,Persistence,True Positive,No,a.rahman,Evening
ALT-002891,2026-08-11 18:28:29,2026-08,IDS,EternalBlue exploit,Low,Exfiltration,True Positive,No,s.khatun,Evening
ALT-002881,2026-08-11 19:12:33,2026-08,EDR,Unsigned driver load,Medium,Defense Evasion,True Positive,Yes,n.akter,Evening
ALT-002884,2026-08-11 22:49:13,2026-08,Firewall,DNS tunneling pattern,Medium,Discovery,True Positive,No,a.rahman,Night
ALT-002906,2026-08-12 06:01:58,2026-08,Firewall,Outbound to known C2,Critical,Impact,Benign True Positive,No,n.akter,Morning
ALT-002908,2026-08-12 06:33:51,2026-08,SIEM,New privileged account,High,Persistence,False Positive,No,s.khatun,Morning
ALT-002901,2026-08-12 07:13:49,2026-08,Email-GW,Phishing URL,High,Collection,True Positive,Yes,m.hasan,Morning
ALT-002897,2026-08-12 08:47:01,2026-08,EDR,Suspicious PowerShell,Medium,Lateral Movement,Benign True Positive,No,n.akter,Morning
ALT-002909,2026-08-12 09:18:35,2026-08,SIEM,Audit log cleared,Low,Lateral Movement,Benign True Positive,No,m.hasan,Morning
ALT-002904,2026-08-12 09:23:35,2026-08,SIEM,Audit log cleared,High,Lateral Movement,True Positive,Yes,t.begum,Morning
ALT-002900,2026-08-12 09:48:29,2026-08,EDR,Suspicious PowerShell,Low,Initial Access,True Positive,No,t.begum,Morning
ALT-002910,2026-08-12 10:49:08,2026-08,Email-GW,Business email compromise,Medium,Impact,False Positive,No,r.islam,Morning
ALT-002905,2026-08-12 11:02:28,2026-08,IDS,Nmap scan,Low,Privilege Escalation,False Positive,No,r.islam,Morning
ALT-002899,2026-08-12 11:22:10,2026-08,SIEM,Brute-force logon burst,Medium,Execution,Benign True Positive,No,n.akter,Morning
ALT-002902,2026-08-12 12:47:52,2026-08,WAF,Path traversal,Medium,Lateral Movement,Benign True Positive,No,t.begum,Morning
ALT-002912,2026-08-12 12:54:15,2026-08,IDS,EternalBlue exploit,High,Privilege Escalation,Benign True Positive,No,r.islam,Morning
ALT-002898,2026-08-12 15:00:42,2026-08,IDS,Nmap scan,High,Credential Access,True Positive,Yes,s.khatun,Evening
ALT-002907,2026-08-12 17:43:37,2026-08,Email-GW,Spoofed internal sender,High,Defense Evasion,False Positive,No,s.khatun,Evening
ALT-002911,2026-08-12 17:48:21,2026-08,SIEM,Logon from disabled account,High,Execution,True Positive,Yes,t.begum,Evening
ALT-002903,2026-08-12 18:26:06,2026-08,IDS,EternalBlue exploit,Medium,Privilege Escalation,False Positive,No,s.khatun,Evening
ALT-002926,2026-08-13 06:17:38,2026-08,SIEM,New privileged account,Medium,Defense Evasion,False Positive,No,m.hasan,Morning
ALT-002915,2026-08-13 06:43:12,2026-08,WAF,SQL injection attempt,Medium,Collection,True Positive,Yes,n.akter,Morning
ALT-002916,2026-08-13 06:44:22,2026-08,IDS,Nmap scan,Low,Impact,False Positive,No,s.khatun,Morning
ALT-002913,2026-08-13 07:20:22,2026-08,WAF,Web shell upload,Low,Collection,True Positive,No,m.hasan,Morning
ALT-002930,2026-08-13 07:32:38,2026-08,SIEM,Mass file download,Medium,Initial Access,False Positive,No,t.begum,Morning
ALT-002924,2026-08-13 07:48:47,2026-08,SIEM,New privileged account,Low,Command and Control,False Positive,No,a.rahman,Morning
ALT-002919,2026-08-13 09:17:27,2026-08,EDR,Credential dumping tool,Medium,Privilege Escalation,False Positive,No,r.islam,Morning
ALT-002922,2026-08-13 09:25:36,2026-08,CASB,OAuth grant to risky app,Low,Initial Access,Benign True Positive,No,a.rahman,Morning
ALT-002931,2026-08-13 09:26:52,2026-08,SIEM,Audit log cleared,Medium,Privilege Escalation,True Positive,No,a.rahman,Morning
ALT-002920,2026-08-13 10:11:21,2026-08,Email-GW,Spoofed internal sender,Low,Execution,Benign True Positive,No,s.khatun,Morning
ALT-002918,2026-08-13 11:37:03,2026-08,IDS,Nmap scan,Medium,Exfiltration,False Positive,No,m.hasan,Morning
ALT-002932,2026-08-13 12:08:10,2026-08,Firewall,Tor exit node traffic,Low,Execution,True Positive,No,t.begum,Morning
ALT-002925,2026-08-13 13:00:55,2026-08,EDR,Process hollowing,Low,Discovery,Benign True Positive,No,m.hasan,Morning
ALT-002917,2026-08-13 13:10:23,2026-08,Firewall,DNS tunneling pattern,Low,Persistence,False Positive,No,m.hasan,Morning
ALT-002928,2026-08-13 14:44:20,2026-08,EDR,Process hollowing,Low,Command and Control,False Positive,No,n.akter,Evening
ALT-002933,2026-08-13 15:06:29,2026-08,WAF,Path traversal,Medium,Execution,True Positive,No,m.hasan,Evening
ALT-002923,2026-08-13 15:44:55,2026-08,EDR,LOLBin execution,Medium,Command and Control,True Positive,No,s.khatun,Evening
ALT-002927,2026-08-13 15:49:05,2026-08,WAF,XSS attempt,Low,Persistence,False Positive,No,m.hasan,Evening
ALT-002914,2026-08-13 16:19:48,2026-08,Firewall,DNS tunneling pattern,Medium,Execution,True Positive,No,m.hasan,Evening
ALT-002921,2026-08-13 16:44:22,2026-08,SIEM,Mass file download,Low,Discovery,False Positive,No,t.begum,Evening
ALT-002934,2026-08-13 17:47:28,2026-08,EDR,Credential dumping tool,Critical,Credential Access,True Positive,Yes,s.khatun,Evening
ALT-002929,2026-08-13 19:46:20,2026-08,Email-GW,Spoofed internal sender,High,Execution,False Positive,No,s.khatun,Evening
ALT-002947,2026-08-14 02:43:06,2026-08,CASB,SaaS impossible travel,Medium,Privilege Escalation,False Positive,No,a.rahman,Night
ALT-002935,2026-08-14 04:51:04,2026-08,SIEM,Audit log cleared,Medium,Credential Access,False Positive,No,n.akter,Night
ALT-002936,2026-08-14 05:14:08,2026-08,IDS,Nmap scan,Low,Discovery,False Positive,No,s.khatun,Night
ALT-002946,2026-08-14 07:51:16,2026-08,Email-GW,Malicious attachment,Low,Initial Access,True Positive,Yes,m.hasan,Morning
ALT-002949,2026-08-14 08:27:31,2026-08,Email-GW,Spoofed internal sender,Medium,Credential Access,True Positive,Yes,a.rahman,Morning
ALT-002941,2026-08-14 08:41:02,2026-08,SIEM,Brute-force logon burst,Low,Collection,False Positive,No,s.khatun,Morning
ALT-002948,2026-08-14 11:00:30,2026-08,WAF,Web shell upload,Medium,Collection,True Positive,No,m.hasan,Morning
ALT-002943,2026-08-14 11:41:19,2026-08,CASB,Mass external share,Low,Command and Control,True Positive,No,t.begum,Morning
ALT-002944,2026-08-14 12:04:00,2026-08,SIEM,Logon from disabled account,Low,Collection,True Positive,No,r.islam,Morning
ALT-002951,2026-08-14 13:00:16,2026-08,SIEM,Impossible travel,Low,Impact,False Positive,No,a.rahman,Morning
ALT-002950,2026-08-14 13:18:49,2026-08,EDR,LOLBin execution,Critical,Execution,True Positive,Yes,m.hasan,Morning
ALT-002937,2026-08-14 14:21:23,2026-08,WAF,Web shell upload,Medium,Exfiltration,True Positive,Yes,m.hasan,Evening
ALT-002942,2026-08-14 15:39:43,2026-08,SIEM,Brute-force logon burst,Critical,Impact,True Positive,Yes,a.rahman,Evening
ALT-002945,2026-08-14 15:53:35,2026-08,Email-GW,Business email compromise,Low,Defense Evasion,True Positive,No,m.hasan,Evening
ALT-002939,2026-08-14 16:28:39,2026-08,SIEM,New privileged account,High,Initial Access,False Positive,No,s.khatun,Evening
ALT-002938,2026-08-14 18:41:28,2026-08,SIEM,Impossible travel,Low,Exfiltration,True Positive,No,s.khatun,Evening
ALT-002940,2026-08-14 23:29:20,2026-08,WAF,SQL injection attempt,High,Credential Access,True Positive,No,t.begum,Night
ALT-002952,2026-08-15 06:10:21,2026-08,Email-GW,Business email compromise,Low,Collection,Benign True Positive,No,s.khatun,Morning
ALT-002954,2026-08-15 10:08:39,2026-08,SIEM,New privileged account,Low,Persistence,True Positive,No,s.khatun,Morning
ALT-002953,2026-08-15 16:27:14,2026-08,EDR,Process hollowing,High,Credential Access,True Positive,No,t.begum,Evening
ALT-002956,2026-08-16 08:42:14,2026-08,IDS,Nmap scan,Low,Command and Control,True Positive,No,r.islam,Morning
ALT-002957,2026-08-16 08:43:47,2026-08,IDS,Nmap scan,Low,Impact,True Positive,No,a.rahman,Morning
ALT-002955,2026-08-16 14:39:26,2026-08,Firewall,Geo-blocked destination,High,Credential Access,False Positive,No,s.khatun,Evening
ALT-002963,2026-08-17 04:11:01,2026-08,Firewall,DNS tunneling pattern,Low,Initial Access,Duplicate,No,a.rahman,Night
ALT-002965,2026-08-17 06:20:00,2026-08,WAF,Web shell upload,Medium,Persistence,True Positive,Yes,m.hasan,Morning
ALT-002970,2026-08-17 06:20:48,2026-08,WAF,Web shell upload,Low,Privilege Escalation,False Positive,No,m.hasan,Morning
